ID_COMMENT,ID_BOOK,ID_USER,RATE,DATE_POST,REVIEW_CONTENT
502,28961874,9493872,4,May 28 2019,"Quyển sách "" Con chó mang giỏ hoa hồng của tác giả Nguyễn Nhật Ánh cho tôi biết rằng đối với chúng ta biết rằng khi chúng ta cô đơn thì chúng ta có những chú cún ở bên như một người bạn thận an ủi chúng ta lúc vui cũng như lúc buồn . Nhưng tại sao chúng ta lại bán chúng đi để người ta ăn thịt chúng vậy tôi cũng không ngờ lại có những hành vị độc ác như thế . Đôi với tôi là nó cũng giống như một gia đình cũng là những thành viên trong gia đình luôn làm những trò hề cho chúng ta cười mỗi ngày . Nhưng sinh mạng của chúng đâu do chúng ta quyết định đâu khi chúng đột ngột lời xa chúng ta thì những giọt nước mắt và cũng như tôi không thể chấp nhận được chúng rời xa chúng ta được và nhớ những kí ức với chúng lúc vui cũng nhưng lúc buồn. Và tôi rất yêu hai chú cún ở nhà đó là Mily với hai chú là tôi nuôi từ nhỏ rồi nên giành tình thương cho chúng rất nhiều nên mong chú khoẻ mạnh và ở bên tôi khi vui cũng nhưng buồn .:face_blowing_a_kiss::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:"
503,28961874,5515658,4,Nov 16 2017,"Qua lời kể của 1 chú chó trong 5 nhân vật chính - 5 chú chó trong truyện, cuộc sống của 5 chú chó này và mọi thứ liên quan đến những người thân thích nhất liên quan đến chúng - hiện lên thực sự chân thực, và chính vì qua lời kể của 1 chú chó nên mọi thứ, mọi suy nghĩ, mọi cách nói đều trở nên hài hước lạ thưởng.Sau khi nghe hết 1 lượt về 5 chú chó, cùng với những sinh hoạt hàng ngày với gia đình 'chị Ni', với những người bán hàng, hàng xóm đầu ngõ, bạn bè, anh chị em, chú dì,...những chú chó đều thể hiện hết các mặt cá tính của chúng. Có thể nói rằng chúng thực sự rất đáng khen ngợi, cũng thực ""đáng gờm"" đấy chứ! Và, khi 1 trong số 5 chú nhóc này có sự cố lớn - gần kề với cái chết, chúng lại bộc lộ ra rất quan tâm đến nhau. Ở đời là vậy, cứ ngỡ rằng bon chen, lên mặt, ganh đua với nhau, đến khi cận kề cái chết đều có thể bao dung cho nhau ở 1 khía cạnh nào đó.Hình ảnh nhóc Ê mê mang theo giỏ hoa hồng trên miệng - đáng yêu biết chừng nào!Mấy chú em này - đáng yêu chết đi được à :D"
504,28961874,7330516,3,Nov 14 2017,"Quyển sách đầu tiên mình đọc của tác giả Nguyễn Nhật Ánh là quyển 'Tôi là Bêto' - Một quyển sách nói về những suy nghĩ và cách nhìn sự vật qua đôi mắt của một chú chó. Cuốn sách đã để lại cho tôi nhiều ấn tượng, và có những bài học sâu sắc. Thế nhưng, khác với cuốn sách đó. Quyển 'Con chó nhỏ mang giỏ hoa hồng' của tác giả này chỉ là một cuốn sách có nhưngz câu chuyện cũng do một chú chó kể lại. Thế nhưng những câu chuyện đó chỉ mang tính chất giải trí và hầu hết là k mấy để lại bài học nào cho người đọc. Có chăng chỉ là nhưnzg bài học về tình thương yêu trong gia đình. Vậy nên, nó chưa để lại chút ấn tượng nào cho người đọc. Mình nghĩ cuốn sách này sẽ phù hợp hơn cho những bạn học sinh cấp một đọc. Vì nó cũng nhắc đến khá nhiều về tình yêu thương động vật. Và nếu như ai yêu thương động vật thì chắc chắn người đó sẽ có một tâm lòng yêu thương con người sâu sắc."
505,28961874,7232053,3,Jun 30 2018,"Lại một tác phẩm nữa của Nguyễn Nhật Ánh. Cuốn sách 251 trang nhưng chỉ mất 2 tiếng để đọc. Câu chuyện khá nhé nhàng, dễ hiểu và dễ thương. Đọc chuyện bác Ánh luôn rất thoải mái và bình yên và cuốn sách này cũng không phải ngoại lệ. Mỗi trang sách như đưa mình trở lại với tuổi thơ. Tuy nhiên thì nội dung chuyện không quá đặc sắc, đôi chỗ dễ đoán và không thực sự có điểm nhấn. Một cuốn sách khác viết về động vật - Tôi là Bêtô có lẽ đã để lại cho mình rất nhiều ấn tượng nên có lẽ mình đã hơi khó tính với cuốn sách này. Hoặc là mình đã không còn phù hợp với sách thiếu nhi nữa nên đối với mình cuốn sách này thuộc loại ""feel good"" chứ không gây ấn tượng mạnh. Nhưng để giải trí vào một ngày trời nóng thật nóng như hôm nay thì cuốn sách này cũng không phải sự lựa chọn tồi &lt;3"
506,28961874,9032142,3,Jan 16 2019,"Mình rất yêu loài chó. Động vật nói chung vậy, mình đều yêu. Nhưng mình sẽ nhận xét khách quan cuốn sách này. Ngôn ngữ nhẹ nhàng rất hồn nhiên, lắm lúc mình thấy thật trẻ con, như đoạn đối thoại giữa các thành viên gđ chị Ni :v mình thấy nó thừa và khá nhạt. Nội dung đơn giản, giống kiểu viết truyện không có cốt truyện ấy. Nhưng thật lòng mình thấy tác giả như dùng lời kể của chú chó để nói về xã bội loài người, cách đối xử tính nết bản chất bla bla. Nhiều đoạn tác giả còn đưa ra nhiều câu triết lí rất hay dù nó không phù hợp với độ “hay” của truyện à còn hình ảnh ẩn dụ so sánh nữa. Đôi lúc thích bác Ánh về khoản này. Đánh giá 6/10. Sách không gây cho mình nhiều cảm xúc nhưng cũng khá đáng iu :grimacing_face:*đánh gia mang ý kiến chủ quan người đọc"
507,28961874,6822743,4,Sep 24 2017,"Một câu chuyện thấm đẫm tình người tình chó qua lăng kính của một chú chó tinh tế và sâu sắc. Cuộc sống của những chú chó trong một gia đình như một xã hội thu nhỏ, có kẻ mạnh kẻ yếu, có giận hờn thù địch, có những cuộc chiến nảy lửa nhưng cuối cùng, đọng lại trong tâm trí người đọc là tình cảm mến thương trung thành của loài chó đối với chủ, là sự thiêng liêng ta cảm nhận được khi đồng loại của chúng phải đối mặt dành giật sự sống đến từng hơi thở. Tác phẩm với cốt truyện nhẹ nhàng xen sự hài hước đáng yêu nhưng có nhiều điểm lắng, giúp con người sống một cách đơn giản, suy nghĩ tích cực hơn và biết yêu thương nhau nhiều hơn. Câu nói ấn tượng nhất với tôi ở tác phẩm này là "" Nếu bạn đối xử với con chó như một con người, nó sẽ đối xử với bạn như một con chó""."
508,28961874,7801899,4,Feb 19 2018,"3,5 sao.Trước khi mình đọc cuốn sách này, mình không phải là người quá yêu chó. Nói chung là thấy tụi nó cũng được nhưng cũng không mấy cảm tình. Tuy nhiên, mấy chú cún trong truyện thật sự quá dễ thương, hành động siu tự nhiên và ngây thơ luôn. Tự nhiên từ đó mình cũng có cảm tình nhiều với mấy con chó :).Có điều, cuốn sách vẫn chưa có nội dung đặc sắc cho lắm, cốt truyện khá dơn giản so với những quyển khác. Hình ảnh con chó mang giỏ hoa hồng hơi thiếu ý nghĩa để có thể ăn sâu vào lòng độc giả. Nói chung đây là cuốn sách nhỏ mang tính giải trí chứ còn thua kém nhiều tác phẩm khác của nhà văn."
509,12966230,1875463,5,Oct 10 2017,Đối với những ai từng có tình yêu tuổi học trò khi đọc quyển này kèm theo nghe bản nhạc Mối tình đầu hoặc Phượng hồng sẽ có cảm giác xao xuyến khó tả lắm :) Như sống lại những tháng năm tuổi trẻ đầy mơ mộng đã ở rất xa vậy. Tiếc là... thuở ban đầu ấy chẳng hai lần thắm lại...
510,12966230,4413562,4,Jun 16 2016,"“Đội nón mà nắng?- Nón cũng nắng.- Thôi ăn chè đi cho mát!- Xí!""Xí"" xong tới phiên Cẩm Phô hỏi tôi:- Khi nãy anh đợi lâu không?- Lâu.- Mấy phút mà lâu?- Mười phút.- Mười phút mà lâu gì?- Lâu chứ.- Xí!”Vẫn là mạch cảm xúc nhẹ nhàng không lẫn vào đâu được, Trại Hoa Vàng vẽ nên một bức tranh tuổi mới lớn đầy ký ức. Kết thúc một cách hơi ngứa ngáy, khi mà ngay từ giữa truyện mình đã mường tượng một cái kết với bông hồng dành cho nhỏ Thảo, vậy mà cuối cùng vẫn dành cho Cẩm Phô... Đợt này đầu óc vẻ như đang mãn teen, vất Murakami sang một bên, dành tâm trạng đọc tuổi mới lớn của NNA. Cảm thấy tự do hơn nhiều."
511,12966230,1914108,3,Jan 16 2019,"Đọc giải trí nhẹ nhàng chứ mình không thích cuốn này lắm, tình yêu và tình bạn học trò giản dị nhẹ nhàng, cũng không có cao trào thắt nút gỡ nút gì cả, chắc quá tuổi đọc truyện bác Ánh thật."
512,12966230,8054316,5,Apr 14 2018,"Có thể nói, trong các tác phẩm của Nguyễn Nhật Ánh thuộc series 80-90, cuốn sách làm tôi cảm thấy dễ chịu nhất là cuốn “Trại Hoa Vàng”. Tại sao ư? Đơn giản là xuyên suốt cuốn truyện là một mối tình đầu rất đẹp ở lứa tuổi học trò giữa hai nhân vật chính trong truyện – Chuẩn và Cẩm Phô. Còn gì nữa? Vâng, điều khiến tôi đỡ phải suy nghĩ day dứt nhất khi đọc xong chính là kết truyện khá có hậu, không phải chịu đựng nhiều cảm giác “bể kèo” như mọi khi.Trong truyện có khá nhiều tình huống khá ấn tượng khác, hài hước có, buồn có, đầy ắp những giá trị có. Ví dụ như cảnh Chuẩn đi học phải mặc quần thừa áo vá của mẹ, vì lưng quần phải nới rộng nên lộ nguyên cái tam giác “Béc-Mu-Đa” bằng vải khác màu trên mông, tuy đã được che đậy nhưng cũng bị nhóm nữ quái 10A2 chọc ghẹo, để rồi về nhà khóc lóc và bị mắng cho 1 trận: “Tại mày mà ra cả, còn khóc nỗi gì ! – Nghe xong, ba tôi hừ mũi – Quần của mẹ mày sửa lại cho mày mặc có gì là xấu ! Có phải đồ ăn cắp ăn trộm đâu mà lấy tay che!”Trại hoa vàng với tôi hội tụ rất nhiều niềm vui về tình bạn với những Phú Ghẻ, Cường sát cánh những lúc ôn thi vào trường “top” Trần Cao Vân, về tình yêu thuở học trò với Cẩm Phô con gái “đại gia thuốc tây” Hồng Phát, tình hàng xóm với cô bé Thảo sát bên nhà hay qua nhà tặng ổi, tình anh em với con nhỏ Châu hay thắc mắc. Ngoài ra, truyện còn có những tình cảm và mối quan hệ không biết gọi tên như thế nào, đặc biệt là mối quan hệ từ thù sang bạn của đám Liên Móm lớp 10 A2 và Chuẩn, tất cả gợi lên trên tâm trí chung ta một ký ức thời còn đi học thất sống động, chan chứa biết bao vui cười, giận hờn, và cả những nỗi buồn của con nhà nghèo.Tuy kết truyện khá có hậu, tuy nhiên cuối truyện vẫn còn có một người buồn và khiến đọc giả phải suy nghĩ đôi chút, đó là cuối cùng, Chuẩn vẫn không tặng hoa hồng cho bé Thảo, cuối cùng cành hồng vẫn dành cho Cẩm Phô. Chuyện cũng dễ hiểu nhưng vẫn tạo ra một sự suy tư trong lòng người đọc."
513,12966230,3724602,4,Mar 28 2017,<bIt's happy but it's hurt too
514,12966230,8943669,4,Dec 02 2018,"Tình cờ gặp em trong một hội chợ sách cũ, để rồi mang em về và nghiền nát trong một ngày. Mạch văn nhẹ nhàng vui tươi mà lại hài hước. Tình yêu tuổi học trò nó đơn giản và trong sáng đến thế, là thích nhau bao lâu nhưng không dám nói, là cùng nhau cố gắng học hành, là nói dối bố mẹ đạp xe ra gặp nhau chút, là những câu trêu đùa của đám bạn, là những đêm thao thức suy tư =))Ai trải qua cái tình cảm ấy rồi chắc hẳn sẽ thấy bóng dáng mình trong đó, một thời...."
515,12966230,8177084,3,Apr 18 2020,"không phải là một cuốn sách quá xuất sắc của bác nhưng đọc cx rất cuốn và lạ: bình dị, cso vui vó buồn, nhưng điểm mạnh là dù trong hoàn cảnh nghèo khổ về vật chất nhất, bác ánh vẫn làm nó thật tình, thật trong trẻo và nên thơ"
516,12966230,3245770,4,Jun 24 2014,một thời yêu đương học trò đây :'( những năm lớp 8 đọc cuốn này quả là không thể nào quên được :'(
517,12966230,6607800,4,Mar 19 2017,Tình cảm tuổi học trò. Đọc lại để có cảm xúc hồi nhỏ ấy. Chỉ cần thích là được...
518,12966230,5457787,4,Apr 04 2019,"Cuốn này đã đọc một lần cách đây nhiều năm, gần đây đọc lại chợt cảm thấy đã có một cái nhìn hoàn toàn mới về nó, khắc khe hơn và thực tế hơn.Vẫn cảm thấy tình cảm học trò trong văn bác Nguyễn Nhật Ánh thật dễ thương và trong trẻo quá đỗi. Nhưng cái phong cách hành xử của nhân vật, cái cách suy nghĩ phóng đại và những ngôn từ hài hước có nhiều phần cố ý đó không còn khiến mình đồng cảm được nữa. Khách quan mà nói, đây là một cuốn truyện dễ thương, dễ hiểu. Còn về việc độc giả cảm thấy hay đến mức độ nào, cần phải xem người đó đọc vào thời điểm nào trong đời và có quyết định đọc lại lần nữa hay không."
